,region_id,region_type,zip_code,state,county,city,metro,indicator_id,date,value
5017,92877,zip,79237,TX,Hedley,,Donley County,ZSFH,2010-04-30,111010.0
5018,92875,zip,79235,TX,Floydada,,Floyd County,ZSFH,2010-03-31,111704.0
5019,92873,zip,79233,TX,Estelline,,Hall County,ZSFH,2010-02-28,111623.0
5020,92871,zip,79230,TX,Dodson,,Collingsworth County,ZSFH,2010-01-31,111634.0
5021,9287,city,Vaughn,WA,Pierce County,,Seattle-Tacoma-Bellevue,ZSFH,2009-12-31,111604.0
5022,92869,zip,79227,TX,Crowell,,Foard County,ZSFH,2009-11-30,111900.0
5023,92868,zip,79226,TX,Howardwick,,Donley County,ZSFH,2009-10-31,111971.0
5024,92867,zip,79225,TX,Chillicothe,,Hardeman County,ZSFH,2009-09-30,112432.0
5025,92863,zip,79201,TX,Childress,,Childress County,ZSFH,2009-08-31,113952.0
5026,92849,zip,79124,TX,Potter County,,Amarillo,ZSFH,2009-07-31,115705.0
5027,92847,zip,79121,TX,Potter County,,Amarillo,ZSFH,2009-06-30,116993.0
5028,92845,zip,79119,TX,Potter County,,Amarillo,ZSFH,2009-05-31,117426.0
5029,92844,zip,79118,TX,Potter County,,Amarillo,ZSFH,2009-04-30,118920.0
5030,92840,zip,79111,TX,Potter County,,Amarillo,ZSFH,2009-03-31,119925.0
5031,92839,zip,79110,TX,Potter County,,Amarillo,ZSFH,2009-02-28,121485.0
5032,92838,zip,79109,TX,Potter County,,Amarillo,ZSFH,2009-01-31,122526.0
5033,92837,zip,79108,TX,Potter County,,Amarillo,ZSFH,2008-12-31,124007.0
5034,92836,zip,79107,TX,Potter County,,Amarillo,ZSFH,2008-11-30,124901.0
5035,92835,zip,79106,TX,Potter County,,Amarillo,ZSFH,2008-10-31,126006.0
5036,92833,zip,79104,TX,Potter County,,Amarillo,ZSFH,2008-09-30,127087.0
5037,92832,zip,79103,TX,Potter County,,Amarillo,ZSFH,2008-08-31,128115.0
5038,92831,zip,79102,TX,Potter County,,Amarillo,ZSFH,2008-07-31,129438.0
5039,92830,zip,79101,TX,Potter County,,Amarillo,ZSFH,2008-06-30,130564.0
5040,92829,zip,79098,TX,Oldham County,Wildorado,Amarillo,ZSFH,2008-05-31,131727.0
5041,92828,zip,79097,TX,Carson County,White Deer,Amarillo,ZSFH,2008-04-30,131428.0
5042,92827,zip,79096,TX,Wheeler,,Wheeler County,ZSFH,2008-03-31,131855.0
5043,92825,zip,79094,TX,Armstrong County,Wayside,Amarillo,ZSFH,2008-02-29,131929.0
5044,92821,zip,79088,TX,Tulia,,Swisher County,ZSFH,2008-01-31,132241.0
5045,92820,zip,79087,TX,Texline,,Dallam County,ZSFH,2007-12-31,132109.0
5046,92819,zip,79086,TX,Moore County,Sunray,Dumas,ZSFH,2007-11-30,131827.0
5047,92818,zip,79085,TX,Deaf Smith County,,Hereford,ZSFH,2007-10-31,131572.0
5048,92816,zip,79083,TX,Hutchinson County,Stinnett,Borger,ZSFH,2007-09-30,131132.0
5049,92815,zip,79082,TX,Springlake,,Lamb County,ZSFH,2007-08-31,130697.0
5050,92814,zip,79081,TX,Spearman,,Hansford County,ZSFH,2007-07-31,129145.0
5051,92813,zip,79080,TX,Carson County,Skellytown,Amarillo,ZSFH,2007-06-30,128004.0
5052,92812,zip,79079,TX,Shamrock,,Wheeler County,ZSFH,2007-05-31,127012.0
5053,92811,zip,79078,TX,Hutchinson County,Sanford,Borger,ZSFH,2007-04-30,126989.0
5054,9281,city,Town Of Sardinia,NY,Erie County,,Buffalo-Cheektowaga-Niagara Falls,ZSFH,2007-03-31,126246.0
5055,92808,zip,79072,TX,Hale County,,Plainview,ZSFH,2007-02-28,125486.0
5056,92807,zip,79070,TX,Perryton,,Ochiltree County,ZSFH,2007-01-31,124513.0
5057,92806,zip,79068,TX,Carson County,Panhandle,Amarillo,ZSFH,2006-12-31,123846.0
5058,92804,zip,79065,TX,Gray County,,Pampa,ZSFH,2006-11-30,122271.0
5059,92803,zip,79064,TX,Olton,,Lamb County,ZSFH,2006-10-31,120910.0
5060,92802,zip,79063,TX,Nazareth,,Castro County,ZSFH,2006-09-30,119066.0
5061,92801,zip,79062,TX,Morse,,Hansford County,ZSFH,2006-08-31,117952.0
5062,92800,zip,79061,TX,Mobeetie,,Wheeler County,ZSFH,2006-07-31,117016.0
5063,9280,city,Sapphire,NC,Jackson County,,Cullowhee,ZSFH,2006-06-30,115769.0
5064,92799,zip,79059,TX,Miami,,Roberts County,ZSFH,2006-05-31,114452.0
5065,92797,zip,79057,TX,Gray County,McLean,Pampa,ZSFH,2006-04-30,112807.0
5066,92795,zip,79054,TX,Gray County,Lefors,Pampa,ZSFH,2006-03-31,111381.0
5067,92794,zip,79053,TX,Muleshoe,,Bailey County,ZSFH,2006-02-28,109952.0
5068,92793,zip,79052,TX,Kress,,Swisher County,ZSFH,2006-01-31,108579.0
5069,92790,zip,79045,TX,Deaf Smith County,,Hereford,ZSFH,2005-12-31,107037.0
5070,92788,zip,79043,TX,Hart,,Castro County,ZSFH,2005-11-30,106167.0
5071,92787,zip,79042,TX,Happy,,Swisher County,ZSFH,2005-10-31,105052.0
5072,92786,zip,79041,TX,Hale County,Hale Center,Plainview,ZSFH,2005-09-30,104239.0
5073,92785,zip,79040,TX,Gruver,,Hansford County,ZSFH,2005-08-31,103437.0
5074,92784,zip,79039,TX,Carson County,Groom,Amarillo,ZSFH,2005-07-31,102798.0
5075,92783,zip,79036,TX,Hutchinson County,Fritch,Borger,ZSFH,2022-02-28,402083.0
5076,92782,zip,79035,TX,Friona,,Parmer County,ZSFH,2022-01-31,391318.0
5077,9278,city,Zirconia,NC,Henderson County,,Asheville,ZSFH,2021-12-31,380879.0
5078,92779,zip,79032,TX,Hale County,Edmonson,Plainview,ZSFH,2021-11-30,375318.0
5079,92778,zip,79031,TX,Earth,,Lamb County,ZSFH,2021-10-31,367944.0
5080,92777,zip,79029,TX,Moore County,,Dumas,ZSFH,2021-09-30,357300.0
5081,92776,zip,79027,TX,Dimmitt,,Castro County,ZSFH,2021-08-31,347079.0
5082,92773,zip,79022,TX,Dalhart,,Dallam County,ZSFH,2021-07-31,322465.0
5083,92772,zip,79021,TX,Hale County,Hale Center,Plainview,ZSFH,2021-06-30,317923.0
5084,92771,zip,79019,TX,Armstrong County,Claude,Amarillo,ZSFH,2021-05-31,312644.0
5085,92770,zip,79018,TX,Channing,,Hartley County,ZSFH,2021-04-30,300674.0
5086,92768,zip,79015,TX,Randall County,Canyon,Amarillo,ZSFH,2021-03-31,295895.0
5087,92766,zip,79013,TX,Moore County,Cactus,Dumas,ZSFH,2021-02-28,290703.0
5088,92765,zip,79012,TX,Potter County,Boys Ranch,Amarillo,ZSFH,2021-01-31,296448.0
5089,92764,zip,79011,TX,Briscoe,,Wheeler County,ZSFH,2020-12-31,291478.0
5090,92763,zip,79010,TX,Potter County,Boys Ranch,Amarillo,ZSFH,2020-11-30,291384.0
5091,92762,zip,79009,TX,Bovina,,Parmer County,ZSFH,2020-10-31,283060.0
5092,92760,zip,79007,TX,Hutchinson County,,Borger,ZSFH,2020-09-30,276670.0
5093,92759,zip,79005,TX,Booker,,Lipscomb County,ZSFH,2020-08-31,271124.0
5094,92758,zip,79003,TX,Allison,,Wheeler County,ZSFH,2020-07-31,263647.0
5095,92755,zip,78963,TX,West Point,,Fayette County,ZSFH,2020-06-30,284295.0
5096,92754,zip,78962,TX,Weimar,,Colorado County,ZSFH,2020-05-31,282084.0
5097,92752,zip,78960,TX,La Grange,,Fayette County,ZSFH,2020-04-30,280057.0
5098,92751,zip,78959,TX,Waelder,,Gonzales County,ZSFH,2020-03-31,279022.0
5099,92750,zip,78957,TX,Bastrop County,Smithville,Austin-Round Rock,ZSFH,2020-02-29,275986.0
5100,9275,city,Valley Falls,KS,Jefferson County,,Topeka,ZSFH,2020-01-31,272860.0
5101,92749,zip,78956,TX,Schulenburg,,Fayette County,ZSFH,2019-12-31,269404.0
5102,92748,zip,78954,TX,Round Top,,Fayette County,ZSFH,2019-11-30,267085.0
5103,92747,zip,78953,TX,Bastrop County,Rosanky,Austin-Round Rock,ZSFH,2019-10-31,265767.0
5104,92746,zip,78952,TX,La Grange,,Fayette County,ZSFH,2019-09-30,265018.0
5105,92745,zip,78951,TX,Chambers County,Anahuac,Houston-The Woodlands-Sugar Land,ZSFH,2019-08-31,264133.0
5106,92744,zip,78950,TX,Austin County,New Ulm,Houston-The Woodlands-Sugar Land,ZSFH,2019-07-31,261744.0
5107,92743,zip,78949,TX,Muldoon,,Fayette County,ZSFH,2019-06-30,259100.0
5108,92742,zip,78948,TX,Lincoln,,Lee County,ZSFH,2019-05-31,255842.0
5109,92741,zip,78947,TX,Lexington,,Lee County,ZSFH,2019-04-30,254854.0
5110,92740,zip,78946,TX,Ledbetter,,Lee County,ZSFH,2019-03-31,254475.0
5111,9274,city,Valley City,ND,,,Barnes County,ZSFH,2019-02-28,255848.0
5112,92739,zip,78945,TX,La Grange,,Fayette County,ZSFH,2019-01-31,257093.0
5113,92738,zip,78944,TX,Austin County,Industry,Houston-The Woodlands-Sugar Land,ZSFH,2018-12-31,258223.0
5114,92737,zip,78943,TX,Glidden,,Colorado County,ZSFH,2018-11-30,257376.0
5115,92736,zip,78942,TX,Giddings,,Lee County,ZSFH,2018-10-31,254370.0
5116,92735,zip,78941,TX,Flatonia,,Fayette County,ZSFH,2018-09-30,251383.0
5117,92734,zip,78940,TX,Fayetteville,,Fayette County,ZSFH,2018-08-31,249523.0
5118,92733,zip,78938,TX,Ellinger,,Fayette County,ZSFH,2018-07-31,247239.0
5119,92732,zip,78935,TX,Alleyton,,Colorado County,ZSFH,2018-06-30,246424.0
5120,92731,zip,78934,TX,Columbus,,Colorado County,ZSFH,2018-05-31,244704.0
5121,92730,zip,78933,TX,Austin County,Cat Spring,Houston-The Woodlands-Sugar Land,ZSFH,2018-04-30,244141.0
5122,9273,city,Valley,AL,,,Chambers County,ZSFH,2018-03-31,241309.0
5123,92729,zip,78932,TX,Carmine,,Fayette County,ZSFH,2018-02-28,238645.0
5124,92728,zip,78931,TX,Austin County,Bleiblerville,Houston-The Woodlands-Sugar Land,ZSFH,2018-01-31,235986.0
5125,92727,zip,78886,TX,Medina County,Yancey,San Antonio-New Braunfels,ZSFH,2017-12-31,233426.0
5126,92726,zip,78885,TX,Bandera County,Vanderpool,San Antonio-New Braunfels,ZSFH,2017-11-30,231742.0
5127,92725,zip,78884,TX,Uvalde County,Utopia,Uvalde,ZSFH,2017-10-31,230941.0
5128,92724,zip,78883,TX,Bandera County,Tarpley,San Antonio-New Braunfels,ZSFH,2017-09-30,228638.0
5129,92723,zip,78881,TX,Uvalde County,Sabinal,Uvalde,ZSFH,2017-08-31,225065.0
5130,92722,zip,78880,TX,Rocksprings,,Edwards County,ZSFH,2017-07-31,221172.0
5131,92721,zip,78879,TX,Rio Frio,,Real County,ZSFH,2017-06-30,218446.0
5132,92720,zip,78877,TX,Maverick County,Quemado,Eagle Pass,ZSFH,2017-05-31,215990.0
5133,92719,zip,78873,TX,Leakey,,Real County,ZSFH,2017-04-30,213053.0
5134,92718,zip,78872,TX,La Pryor,,Zavala County,ZSFH,2017-03-31,210219.0
5135,92716,zip,78870,TX,Uvalde County,Knippa,Uvalde,ZSFH,2017-02-28,208327.0
5136,92715,zip,78861,TX,Medina County,Hondo,San Antonio-New Braunfels,ZSFH,2017-01-31,206510.0
5137,92714,zip,78860,TX,Maverick County,El Indio,Eagle Pass,ZSFH,2016-12-31,205622.0
5138,92713,zip,78853,TX,Maverick County,,Eagle Pass,ZSFH,2016-11-30,204146.0
5139,92712,zip,78852,TX,Maverick County,,Eagle Pass,ZSFH,2016-10-31,202816.0
5140,92710,zip,78850,TX,Medina County,D Hanis,San Antonio-New Braunfels,ZSFH,2016-09-30,201745.0
5141,92705,zip,78840,TX,Val Verde County,,Del Rio,ZSFH,2016-08-31,199927.0
5142,92704,zip,78839,TX,Crystal City,,Zavala County,ZSFH,2016-07-31,200341.0
5143,92703,zip,78838,TX,Uvalde County,Concan,Uvalde,ZSFH,2016-06-30,199482.0
5144,92702,zip,78837,TX,Val Verde County,Comstock,Del Rio,ZSFH,2016-05-31,198896.0
5145,92701,zip,78836,TX,Catarina,,Dimmit County,ZSFH,2016-04-30,196390.0
5146,92700,zip,78834,TX,Carrizo Springs,,Dimmit County,ZSFH,2016-03-31,195088.0
5147,92699,zip,78833,TX,Camp Wood,,Real County,ZSFH,2016-02-29,195062.0
5148,92698,zip,78832,TX,Brackettville,,Kinney County,ZSFH,2016-01-31,194531.0
5149,92697,zip,78830,TX,Big Wells,,Dimmit County,ZSFH,2015-12-31,192742.0
5150,92696,zip,78829,TX,Batesville,,Zavala County,ZSFH,2015-11-30,188137.0
5151,92694,zip,78827,TX,Asherton,,Dimmit County,ZSFH,2015-10-31,183429.0
5152,92692,zip,78801,TX,Uvalde County,,Uvalde,ZSFH,2015-09-30,179802.0
5153,9269,city,Utopia,TX,Uvalde County,,Uvalde,ZSFH,2015-08-31,179284.0
5154,9267,city,Sugar City,ID,Madison County,,Rexburg,ZSFH,2015-07-31,177406.0
5155,92668,zip,78759,,,,,ZSFH,2015-06-30,175004.0
5156,92667,zip,78758,,,,,ZSFH,2015-05-31,172797.0
5157,92666,zip,78757,,,,,ZSFH,2015-04-30,173019.0
5158,92665,zip,78756,,,,,ZSFH,2015-03-31,172156.0
5159,92663,zip,78754,TX,Travis County,Austin,Austin-Round Rock,ZSFH,2015-02-28,169407.0
5160,92662,zip,78753,,,,,ZSFH,2015-01-31,165590.0
5161,92661,zip,78752,,,,,ZSFH,2014-12-31,162882.0
5162,92660,zip,78751,,,,,ZSFH,2014-11-30,162424.0
5163,92659,zip,78750,,,,,ZSFH,2014-10-31,162573.0
5164,92658,zip,78749,,,,,ZSFH,2014-09-30,162882.0
5165,92657,zip,78748,,,,,ZSFH,2014-08-31,161809.0
5166,92656,zip,78747,,,,,ZSFH,2014-07-31,160597.0
5167,92655,zip,78746,,,,,ZSFH,2014-06-30,159760.0
5168,92654,zip,78745,,,,,ZSFH,2014-05-31,158182.0
5169,92653,zip,78744,,,,,ZSFH,2014-04-30,155212.0
5170,92652,zip,78742,TX,Travis County,Austin,Austin-Round Rock,ZSFH,2014-03-31,152849.0
5171,92651,zip,78741,,,,,ZSFH,2014-02-28,150847.0
5172,92650,zip,78739,TX,Travis County,Austin,Austin-Round Rock,ZSFH,2014-01-31,150801.0
5173,92649,zip,78738,TX,Travis County,Bee Cave,Austin-Round Rock,ZSFH,2013-12-31,150228.0
5174,92648,zip,78737,TX,Travis County,Austin,Austin-Round Rock,ZSFH,2013-11-30,150353.0
5175,92647,zip,78736,TX,Travis County,Austin,Austin-Round Rock,ZSFH,2013-10-31,149693.0
5176,92646,zip,78735,TX,Travis County,Austin,Austin-Round Rock,ZSFH,2013-09-30,148315.0
5177,92645,zip,78734,TX,Travis County,Lakeway,Austin-Round Rock,ZSFH,2013-08-31,146069.0
5178,92644,zip,78733,TX,Travis County,Austin,Austin-Round Rock,ZSFH,2013-07-31,144720.0
5179,92643,zip,78732,TX,Travis County,Austin,Austin-Round Rock,ZSFH,2013-06-30,143599.0
5180,92642,zip,78731,,,,,ZSFH,2013-05-31,142847.0
5181,92641,zip,78730,TX,Travis County,Austin,Austin-Round Rock,ZSFH,2013-04-30,141647.0
5182,92640,zip,78729,,,,,ZSFH,2013-03-31,140493.0
5183,92639,zip,78728,,,,,ZSFH,2013-02-28,139237.0
5184,92638,zip,78727,,,,,ZSFH,2013-01-31,137460.0
5185,92637,zip,78726,TX,Travis County,Austin,Austin-Round Rock,ZSFH,2012-12-31,135683.0
5186,92636,zip,78725,TX,Travis County,Austin,Austin-Round Rock,ZSFH,2012-11-30,134034.0
5187,92635,zip,78724,,,,,ZSFH,2012-10-31,132886.0
5188,92634,zip,78723,,,,,ZSFH,2012-09-30,131627.0
5189,92633,zip,78722,TX,Travis County,Austin,Austin-Round Rock,ZSFH,2012-08-31,131301.0
5190,92632,zip,78721,,,,,ZSFH,2012-07-31,130881.0
5191,92630,zip,78719,TX,Travis County,Austin,Austin-Round Rock,ZSFH,2012-06-30,130736.0
5192,9263,city,Stroud,OK,Lincoln County,,Oklahoma City,ZSFH,2012-05-31,130443.0
5193,92628,zip,78717,,,,,ZSFH,2012-04-30,130414.0
5194,92618,zip,78705,,,,,ZSFH,2012-03-31,130463.0
5195,92617,zip,78704,,,,,ZSFH,2012-02-29,130612.0
5196,92616,zip,78703,,,,,ZSFH,2012-01-31,131158.0
5197,92615,zip,78702,,,,,ZSFH,2011-12-31,131911.0
5198,92614,zip,78701,,,,,ZSFH,2011-11-30,132132.0
5199,92610,zip,78681,,,,,ZSFH,2011-10-31,132121.0
5200,9261,city,Stratford,CA,Kings County,,Hanford-Corcoran,ZSFH,2011-09-30,132147.0
5201,92608,zip,78677,TX,Smiley,,Gonzales County,ZSFH,2011-08-31,131321.0
5202,92607,zip,78676,TX,Hays County,Wimberley,Austin-Round Rock,ZSFH,2011-07-31,130863.0
5203,92606,zip,78675,TX,Gillespie County,Willow City,Fredericksburg,ZSFH,2011-06-30,130177.0
5204,92605,zip,78674,TX,Williamson County,Georgetown,Austin-Round Rock,ZSFH,2011-05-31,130099.0
5205,92603,zip,78672,TX,Tow,,Llano County,ZSFH,2011-04-30,130118.0
5206,92602,zip,78671,TX,Gillespie County,Stonewall,Fredericksburg,ZSFH,2011-03-31,130215.0
5207,92601,zip,78670,TX,Caldwell County,Martindale,Austin-Round Rock,ZSFH,2011-02-28,130930.0
5208,92600,zip,78669,TX,Travis County,Spicewood,Austin-Round Rock,ZSFH,2011-01-31,131951.0
5209,926,county,Castro County,TX,,,,ZSFH,2010-12-31,132703.0
5210,92598,zip,78666,,,,,ZSFH,2010-11-30,133665.0
5211,92597,zip,78664,,,,,ZSFH,2010-10-31,133918.0
5212,92596,zip,78663,TX,Round Mountain,,Blanco County,ZSFH,2010-09-30,134453.0
5213,92595,zip,78662,TX,Bastrop County,Red Rock,Austin-Round Rock,ZSFH,2010-08-31,135470.0
5214,92594,zip,78661,TX,Caldwell County,Luling,Austin-Round Rock,ZSFH,2010-07-31,135363.0
5215,92593,zip,78660,,,,,ZSFH,2010-06-30,135275.0
5216,92592,zip,78659,TX,Bastrop County,Paige,Austin-Round Rock,ZSFH,2010-05-31,135135.0
5217,92591,zip,78658,TX,Gonzales,,Gonzales County,ZSFH,2010-04-30,136183.0
5218,92590,zip,78657,TX,Horseshoe Bay,,Llano County,ZSFH,2010-03-31,137494.0
5219,92589,zip,78656,TX,Caldwell County,Maxwell,Austin-Round Rock,ZSFH,2010-02-28,138444.0
5220,92588,zip,78655,TX,Caldwell County,Martindale,Austin-Round Rock,ZSFH,2010-01-31,138318.0
5221,92587,zip,78654,TX,Marble Falls,,Burnet County,ZSFH,2009-12-31,138134.0
5222,92586,zip,78653,TX,Travis County,Manor,Austin-Round Rock,ZSFH,2009-11-30,137945.0
5223,92585,zip,78652,TX,Travis County,Austin,Austin-Round Rock,ZSFH,2009-10-31,139026.0
5224,92583,zip,78650,TX,Bastrop County,McDade,Austin-Round Rock,ZSFH,2009-09-30,140259.0
5225,92582,zip,78648,TX,Caldwell County,Luling,Austin-Round Rock,ZSFH,2009-08-31,141462.0
5226,92580,zip,78645,TX,Travis County,Lago Vista,Austin-Round Rock,ZSFH,2009-07-31,142638.0
5227,92579,zip,78644,TX,Caldwell County,Lockhart,Austin-Round Rock,ZSFH,2009-06-30,144324.0
5228,92578,zip,78643,TX,Llano,,Llano County,ZSFH,2009-05-31,145726.0
5229,92577,zip,78642,TX,Williamson County,Liberty Hill,Austin-Round Rock,ZSFH,2009-04-30,147038.0
5230,92576,zip,78641,,,,,ZSFH,2009-03-31,148211.0
5231,92575,zip,78640,,,,,ZSFH,2009-02-28,149192.0
5232,92574,zip,78639,TX,Kingsland,,Llano County,ZSFH,2009-01-31,149794.0
5233,92573,zip,78638,TX,Guadalupe County,Kingsbury,San Antonio-New Braunfels,ZSFH,2008-12-31,149972.0
5234,92572,zip,78636,TX,Johnson City,,Blanco County,ZSFH,2008-11-30,150099.0
5235,92571,zip,78635,TX,Johnson City,,Blanco County,ZSFH,2008-10-31,150779.0
5236,92570,zip,78634,,,,,ZSFH,2008-09-30,152266.0
5237,92569,zip,78632,TX,Harwood,,Gonzales County,ZSFH,2008-08-31,154234.0
5238,92568,zip,78631,TX,Gillespie County,Harper,Fredericksburg,ZSFH,2008-07-31,156322.0
5239,92566,zip,78629,TX,Gonzales,,Gonzales County,ZSFH,2008-06-30,157321.0
5240,92565,zip,78628,,,,,ZSFH,2008-05-31,157092.0
5241,92563,zip,78626,,,,,ZSFH,2008-04-30,154872.0
5242,92562,zip,78624,TX,Gillespie County,,Fredericksburg,ZSFH,2008-03-31,151243.0
5243,92561,zip,78623,TX,Comal County,Canyon Lake,San Antonio-New Braunfels,ZSFH,2008-02-29,148517.0
5244,92560,zip,78622,TX,Caldwell County,Luling,Austin-Round Rock,ZSFH,2008-01-31,146643.0
5245,92559,zip,78621,TX,Bastrop County,Elgin,Austin-Round Rock,ZSFH,2007-12-31,146842.0
5246,92558,zip,78620,TX,Hays County,Dripping Springs,Austin-Round Rock,ZSFH,2007-11-30,145062.0
5247,92557,zip,78619,TX,Hays County,Driftwood,Austin-Round Rock,ZSFH,2007-10-31,141892.0
5248,92556,zip,78618,TX,Gillespie County,Doss,Fredericksburg,ZSFH,2007-09-30,136527.0
5249,92555,zip,78617,TX,Travis County,Austin,Austin-Round Rock,ZSFH,2007-08-31,131441.0
5250,92554,zip,78616,TX,Bastrop County,Cedar Creek,Austin-Round Rock,ZSFH,2007-07-31,127517.0
5251,92553,zip,78615,TX,Williamson County,Coupland,Austin-Round Rock,ZSFH,2007-06-30,124317.0
5252,92552,zip,78614,TX,Cost,,Gonzales County,ZSFH,2007-05-31,122798.0
5253,92551,zip,78613,,,,,ZSFH,2007-04-30,121579.0
5254,92550,zip,78612,TX,Bastrop County,Cedar Creek,Austin-Round Rock,ZSFH,2007-03-31,120771.0
5255,9255,city,San Pablo,CA,Contra Costa County,,San Francisco-Oakland-Hayward,ZSFH,2007-02-28,118425.0
5256,92549,zip,78611,TX,Burnet,,Burnet County,ZSFH,2007-01-31,116447.0
5257,92548,zip,78610,TX,Hays County,Buda,Austin-Round Rock,ZSFH,2006-12-31,114319.0
5258,92547,zip,78609,TX,Buchanan Dam,,Llano County,ZSFH,2006-11-30,113577.0
5259,92546,zip,78608,TX,Briggs,,Burnet County,ZSFH,2006-10-31,113221.0
5260,92545,zip,78607,TX,Bluffton,,Llano County,ZSFH,2006-09-30,112463.0
5261,92544,zip,78606,TX,Blanco,,Blanco County,ZSFH,2006-08-31,111274.0
5262,92543,zip,78605,TX,Bertram,,Burnet County,ZSFH,2006-07-31,110135.0
5263,92542,zip,78604,TX,Gonzales,,Gonzales County,ZSFH,2006-06-30,108334.0
5264,92541,zip,78602,TX,Bastrop County,Bastrop,Austin-Round Rock,ZSFH,2006-05-31,106245.0
5265,92540,zip,78599,TX,Hidalgo County,Weslaco,McAllen-Edinburg-Mission,ZSFH,2006-04-30,103496.0
5266,9254,city,Wilmot,SD,,,Roberts County,ZSFH,2006-03-31,102031.0
5267,92539,zip,78598,TX,Willacy County,Port Mansfield,Raymondville,ZSFH,2006-02-28,101455.0
5268,92538,zip,78597,TX,Cameron County,South Padre Island,Brownsville-Harlingen,ZSFH,2006-01-31,100631.0
5269,92537,zip,78596,TX,Hidalgo County,Weslaco,McAllen-Edinburg-Mission,ZSFH,2005-12-31,99527.0
5270,92536,zip,78595,TX,Hidalgo County,Sullivan City,McAllen-Edinburg-Mission,ZSFH,2005-11-30,98357.0
5271,92535,zip,78594,TX,Willacy County,Sebastian,Raymondville,ZSFH,2005-10-31,97525.0
5272,92534,zip,78593,TX,Cameron County,Santa Rosa,Brownsville-Harlingen,ZSFH,2005-09-30,97816.0
5273,92533,zip,78592,TX,Cameron County,La Feria,Brownsville-Harlingen,ZSFH,2005-08-31,98567.0
5274,92532,zip,78591,TX,Starr County,Santa Elena,Rio Grande City,ZSFH,2005-07-31,99152.0
5275,92531,zip,78590,TX,Willacy County,San Perlita,Raymondville,ZSFH,2005-06-30,100447.0
5276,92530,zip,78589,TX,Hidalgo County,San Juan,McAllen-Edinburg-Mission,ZSFH,2005-05-31,100668.0
5277,9253,city,Wilmot,NH,Merrimack County,,Concord,ZSFH,2005-04-30,102495.0
5278,92529,zip,78588,TX,Starr County,Santa Elena,Rio Grande City,ZSFH,2022-02-28,791122.0
5279,92528,zip,78586,TX,Cameron County,San Benito,Brownsville-Harlingen,ZSFH,2022-01-31,768171.0
5280,92527,zip,78585,TX,Starr County,Falcon Heights,Rio Grande City,ZSFH,2021-12-31,754237.0
5281,92526,zip,78584,TX,Starr County,Roma,Rio Grande City,ZSFH,2021-11-30,742899.0
5282,92525,zip,78583,TX,Cameron County,Rio Hondo,Brownsville-Harlingen,ZSFH,2021-10-31,735595.0
5283,92524,zip,78582,TX,Starr County,,Rio Grande City,ZSFH,2021-09-30,713529.0
5284,92523,zip,78580,TX,Willacy County,,Raymondville,ZSFH,2021-08-31,694046.0
5285,92522,zip,78579,TX,Hidalgo County,Progreso,McAllen-Edinburg-Mission,ZSFH,2021-07-31,651462.0
5286,92521,zip,78578,TX,Cameron County,Port Isabel,Brownsville-Harlingen,ZSFH,2021-06-30,636462.0
5287,92520,zip,78577,TX,Hidalgo County,Pharr,McAllen-Edinburg-Mission,ZSFH,2021-05-31,621740.0
5288,92519,zip,78576,TX,Hidalgo County,Penitas,McAllen-Edinburg-Mission,ZSFH,2021-04-30,597147.0
5289,92518,zip,78575,TX,Cameron County,Rancho Viejo,Brownsville-Harlingen,ZSFH,2021-03-31,582737.0
5290,92517,zip,78574,TX,Hidalgo County,Mission,McAllen-Edinburg-Mission,ZSFH,2021-02-28,562082.0
5291,92516,zip,78573,TX,Hidalgo County,Alton,McAllen-Edinburg-Mission,ZSFH,2021-01-31,561386.0
5292,92515,zip,78572,TX,Hidalgo County,Mission,McAllen-Edinburg-Mission,ZSFH,2020-12-31,539331.0
5293,92514,zip,78570,TX,Hidalgo County,Mercedes,McAllen-Edinburg-Mission,ZSFH,2020-11-30,524402.0
5294,92513,zip,78569,TX,Willacy County,Lyford,Raymondville,ZSFH,2020-10-31,519034.0
5295,92512,zip,78568,TX,Cameron County,Lozano,Brownsville-Harlingen,ZSFH,2020-09-30,528608.0
5296,92511,zip,78567,TX,Cameron County,Los Indios,Brownsville-Harlingen,ZSFH,2020-08-31,484191.0
5297,92510,zip,78566,TX,Cameron County,Los Fresnos,Brownsville-Harlingen,ZSFH,2020-07-31,463524.0
5298,92509,zip,78565,TX,Hidalgo County,Los Ebanos,McAllen-Edinburg-Mission,ZSFH,2020-06-30,540523.0
5299,92508,zip,78564,TX,Zapata County,New Falcon,Zapata,ZSFH,2020-05-31,537240.0
5300,92507,zip,78563,TX,Hidalgo County,Linn,McAllen-Edinburg-Mission,ZSFH,2020-04-30,527278.0
5301,92506,zip,78562,TX,Hidalgo County,La Villa,McAllen-Edinburg-Mission,ZSFH,2020-03-31,524623.0
5302,92505,zip,78561,TX,Willacy County,,Raymondville,ZSFH,2020-02-29,519786.0
5303,92504,zip,78560,TX,Hidalgo County,La Joya,McAllen-Edinburg-Mission,ZSFH,2020-01-31,514487.0
5304,92503,zip,78559,TX,Cameron County,La Feria,Brownsville-Harlingen,ZSFH,2019-12-31,509772.0
5305,92502,zip,78558,TX,Hidalgo County,Donna,McAllen-Edinburg-Mission,ZSFH,2019-11-30,506047.0
5306,92501,zip,78557,TX,Hidalgo County,Hidalgo,McAllen-Edinburg-Mission,ZSFH,2019-10-31,504099.0
