,region_id,region_type,zip_code,state,county,city,metro,indicator_id,date,value
0,99999,zip,98847,WA,Chelan County,Peshastin,Wenatchee,ZSFH,2022-02-28,557036.0
1,99998,zip,98846,WA,Pateros,,Okanogan County,ZSFH,2022-01-31,538969.0
2,99997,zip,98845,WA,Douglas County,Palisades,Wenatchee,ZSFH,2021-12-31,523382.0
3,99996,zip,98844,WA,Oroville,,Okanogan County,ZSFH,2021-11-30,510814.0
4,99995,zip,98843,WA,Douglas County,Orondo,Wenatchee,ZSFH,2021-10-31,500405.0
5,99994,zip,98841,WA,Omak,,Okanogan County,ZSFH,2021-09-30,490138.0
6,99993,zip,98840,WA,Okanogan,,Okanogan County,ZSFH,2021-08-31,481274.0
7,99992,zip,98837,WA,Grant County,,Moses Lake,ZSFH,2021-07-31,436966.0
8,99991,zip,98836,WA,Chelan County,,Wenatchee,ZSFH,2021-06-30,427245.0
9,99990,zip,98834,WA,Methow,,Okanogan County,ZSFH,2021-05-31,416609.0
10,9999,city,Carrsville,VA,Isle of Wight County,,Virginia Beach-Norfolk-Newport News,ZSFH,2021-04-30,406712.0
11,99989,zip,98833,WA,Mazama,,Okanogan County,ZSFH,2021-03-31,397664.0
12,99988,zip,98832,WA,Grant County,Krupp,Moses Lake,ZSFH,2021-02-28,385100.0
13,99987,zip,98831,WA,Chelan County,Manson,Wenatchee,ZSFH,2021-01-31,385350.0
14,99986,zip,98830,WA,Douglas County,Mansfield,Wenatchee,ZSFH,2020-12-31,383270.0
15,99985,zip,98829,WA,Okanogan,,Okanogan County,ZSFH,2020-11-30,378566.0
16,99984,zip,98828,WA,Chelan County,Malaga,Wenatchee,ZSFH,2020-10-31,375825.0
17,99983,zip,98827,WA,Loomis,,Okanogan County,ZSFH,2020-09-30,369733.0
18,99982,zip,98826,WA,Chelan County,Leavenworth,Wenatchee,ZSFH,2020-08-31,366760.0
19,99980,zip,98823,WA,Grant County,Ephrata,Moses Lake,ZSFH,2020-07-31,336538.0
20,9998,city,Birchleaf,VA,Dickenson County,,Big Stone Gap,ZSFH,2020-06-30,367111.0
21,99979,zip,98822,WA,Chelan County,Entiat,Wenatchee,ZSFH,2020-05-31,360642.0
22,99978,zip,98821,WA,Chelan County,Cashmere,Wenatchee,ZSFH,2020-04-30,358251.0
23,99977,zip,98819,WA,Omak,,Okanogan County,ZSFH,2020-03-31,357318.0
24,99976,zip,98817,WA,Chelan County,Chelan Falls,Wenatchee,ZSFH,2020-02-29,356443.0
25,99975,zip,98816,WA,Chelan County,Chelan,Wenatchee,ZSFH,2020-01-31,355387.0
26,99974,zip,98815,WA,Chelan County,Cashmere,Wenatchee,ZSFH,2019-12-31,353666.0
27,99973,zip,98814,WA,Carlton,,Okanogan County,ZSFH,2019-11-30,352571.0
28,99972,zip,98813,WA,Douglas County,Bridgeport,Wenatchee,ZSFH,2019-10-31,352992.0
29,99971,zip,98812,WA,Brewster,,Okanogan County,ZSFH,2019-09-30,354149.0
30,99970,zip,98811,WA,Chelan County,Entiat,Wenatchee,ZSFH,2019-08-31,353614.0
31,99968,zip,98802,WA,Douglas County,East Wenatchee Bench,Wenatchee,ZSFH,2019-07-31,352034.0
32,99967,zip,98801,WA,Chelan County,,Wenatchee,ZSFH,2019-06-30,349236.0
33,99965,zip,98686,WA,Clark County,Vancouver,Portland-Vancouver-Hillsboro,ZSFH,2019-05-31,345969.0
34,99964,zip,98685,WA,Clark County,Vancouver,Portland-Vancouver-Hillsboro,ZSFH,2019-04-30,343825.0
35,99963,zip,98684,WA,Clark County,Vancouver,Portland-Vancouver-Hillsboro,ZSFH,2019-03-31,341602.0
36,99962,zip,98683,,,,,ZSFH,2019-02-28,338734.0
37,99961,zip,98682,,,,,ZSFH,2019-01-31,336343.0
38,99960,zip,98675,WA,Clark County,Yacolt,Portland-Vancouver-Hillsboro,ZSFH,2018-12-31,334728.0
39,99959,zip,98674,WA,Cowlitz County,Woodland,Longview,ZSFH,2018-11-30,333069.0
40,99958,zip,98673,WA,Centerville,,Klickitat County,ZSFH,2018-10-31,328005.0
41,99957,zip,98672,WA,White Salmon,,Klickitat County,ZSFH,2018-09-30,322212.0
42,99956,zip,98671,WA,Clark County,Washougal,Portland-Vancouver-Hillsboro,ZSFH,2018-08-31,317946.0
43,99955,zip,98670,WA,Wahkiacus,,Klickitat County,ZSFH,2018-07-31,315862.0
44,99951,zip,98665,WA,Clark County,Vancouver,Portland-Vancouver-Hillsboro,ZSFH,2018-06-30,315556.0
45,99950,zip,98664,WA,Clark County,Vancouver,Portland-Vancouver-Hillsboro,ZSFH,2018-05-31,314513.0
46,99949,zip,98663,WA,Clark County,Vancouver,Portland-Vancouver-Hillsboro,ZSFH,2018-04-30,312432.0
47,99948,zip,98662,WA,Clark County,Vancouver,Portland-Vancouver-Hillsboro,ZSFH,2018-03-31,310271.0
48,99947,zip,98661,,,,,ZSFH,2018-02-28,308078.0
49,99946,zip,98660,WA,Clark County,Vancouver,Portland-Vancouver-Hillsboro,ZSFH,2018-01-31,305116.0
50,99945,zip,98651,WA,Skamania County,Underwood,Portland-Vancouver-Hillsboro,ZSFH,2017-12-31,301787.0
51,99944,zip,98650,WA,Trout Lake,,Klickitat County,ZSFH,2017-11-30,297928.0
52,99943,zip,98649,WA,Cowlitz County,Toutle,Longview,ZSFH,2017-10-31,296417.0
53,99942,zip,98648,WA,Skamania County,Stevenson,Portland-Vancouver-Hillsboro,ZSFH,2017-09-30,294639.0
54,99941,zip,98647,WA,Skamokawa,,Wahkiakum County,ZSFH,2017-08-31,294099.0
55,99940,zip,98645,WA,Cowlitz County,Silverlake,Longview,ZSFH,2017-07-31,292625.0
56,9994,city,Wright,KS,Ford County,,Dodge City,ZSFH,2017-06-30,290985.0
57,99939,zip,98644,WA,Ilwaco,,Pacific County,ZSFH,2017-05-31,290189.0
58,99938,zip,98643,WA,Rosburg,,Wahkiakum County,ZSFH,2017-04-30,289255.0
59,99937,zip,98642,WA,Clark County,Ridgefield,Portland-Vancouver-Hillsboro,ZSFH,2017-03-31,287241.0
60,99936,zip,98641,WA,Ocean Park,,Pacific County,ZSFH,2017-02-28,286689.0
61,99935,zip,98640,WA,Ocean Park,,Pacific County,ZSFH,2017-01-31,286667.0
62,99934,zip,98639,WA,Skamania County,North Bonneville,Portland-Vancouver-Hillsboro,ZSFH,2016-12-31,287447.0
63,99933,zip,98638,WA,Naselle,,Pacific County,ZSFH,2016-11-30,286670.0
64,99931,zip,98635,WA,Lyle,,Klickitat County,ZSFH,2016-10-31,285541.0
65,99930,zip,98632,WA,Cowlitz County,,Longview,ZSFH,2016-09-30,284428.0
66,99929,zip,98631,WA,Long Beach,,Pacific County,ZSFH,2016-08-31,282233.0
67,99928,zip,98629,WA,Clark County,La Center,Portland-Vancouver-Hillsboro,ZSFH,2016-07-31,280099.0
68,99927,zip,98628,WA,Lyle,,Klickitat County,ZSFH,2016-06-30,277782.0
69,99926,zip,98626,WA,Cowlitz County,Kelso,Longview,ZSFH,2016-05-31,274995.0
70,99925,zip,98625,WA,Cowlitz County,Kalama,Longview,ZSFH,2016-04-30,272832.0
71,99924,zip,98624,WA,Ilwaco,,Pacific County,ZSFH,2016-03-31,271977.0
72,99923,zip,98623,WA,White Salmon,,Klickitat County,ZSFH,2016-02-29,270498.0
73,99921,zip,98621,WA,Grays River,,Wahkiakum County,ZSFH,2016-01-31,268094.0
74,99920,zip,98620,WA,Goldendale,,Klickitat County,ZSFH,2015-12-31,264781.0
75,99919,zip,98619,WA,Glenwood,,Klickitat County,ZSFH,2015-11-30,262948.0
76,99918,zip,98617,WA,Dallesport,,Klickitat County,ZSFH,2015-10-31,261926.0
77,99917,zip,98616,WA,Cowlitz County,Cougar,Longview,ZSFH,2015-09-30,261021.0
78,99916,zip,98614,WA,Chinook,,Pacific County,ZSFH,2015-08-31,260117.0
79,99915,zip,98613,WA,Centerville,,Klickitat County,ZSFH,2015-07-31,259096.0
80,99914,zip,98612,WA,Cathlamet,,Wahkiakum County,ZSFH,2015-06-30,258657.0
81,99913,zip,98611,WA,Cowlitz County,Castle Rock,Longview,ZSFH,2015-05-31,258654.0
82,99912,zip,98610,WA,Skamania County,Carson,Portland-Vancouver-Hillsboro,ZSFH,2015-04-30,258328.0
83,99911,zip,98609,WA,Cowlitz County,Kelso,Longview,ZSFH,2015-03-31,257879.0
84,99910,zip,98607,WA,Clark County,Camas,Portland-Vancouver-Hillsboro,ZSFH,2015-02-28,257248.0
85,99909,zip,98606,WA,Clark County,Brush Prairie,Portland-Vancouver-Hillsboro,ZSFH,2015-01-31,257084.0
86,99908,zip,98605,WA,Skamania County,Bingen,Portland-Vancouver-Hillsboro,ZSFH,2014-12-31,256120.0
87,99907,zip,98604,WA,Clark County,Battle Ground,Portland-Vancouver-Hillsboro,ZSFH,2014-11-30,254399.0
88,99906,zip,98603,WA,Cowlitz County,Ariel,Longview,ZSFH,2014-10-31,251569.0
89,99905,zip,98602,WA,Appleton,,Klickitat County,ZSFH,2014-09-30,248967.0
90,99904,zip,98601,WA,Clark County,Amboy,Portland-Vancouver-Hillsboro,ZSFH,2014-08-31,247248.0
91,99902,zip,98597,WA,Thurston County,Yelm,Olympia-Tumwater,ZSFH,2014-07-31,245791.0
92,99901,zip,98596,WA,Lewis County,Winlock,Centralia,ZSFH,2014-06-30,243420.0
93,99900,zip,98595,WA,Grays Harbor County,Westport,Aberdeen,ZSFH,2014-05-31,240644.0
94,999,county,Durham County,NC,,,Durham-Chapel Hill,ZSFH,2014-04-30,239129.0
95,99899,zip,98593,WA,Lewis County,Vader,Centralia,ZSFH,2014-03-31,237907.0
96,99898,zip,98592,WA,Mason County,Union,Shelton,ZSFH,2014-02-28,236700.0
97,99897,zip,98591,WA,Lewis County,Toledo,Centralia,ZSFH,2014-01-31,234661.0
98,99896,zip,98590,WA,Tokeland,,Pacific County,ZSFH,2013-12-31,233635.0
99,99895,zip,98589,WA,Thurston County,Tenino,Olympia-Tumwater,ZSFH,2013-11-30,233116.0
100,99894,zip,98588,WA,Mason County,Tahuya,Shelton,ZSFH,2013-10-31,233070.0
101,99893,zip,98587,WA,Grays Harbor County,Moclips,Aberdeen,ZSFH,2013-09-30,232873.0
102,99892,zip,98586,WA,South Bend,,Pacific County,ZSFH,2013-08-31,232033.0
103,99891,zip,98585,WA,Lewis County,Silver Creek,Centralia,ZSFH,2013-07-31,230851.0
104,99890,zip,98584,WA,Mason County,,Shelton,ZSFH,2013-06-30,229960.0
105,99889,zip,98583,WA,Grays Harbor County,Elma,Aberdeen,ZSFH,2013-05-31,228950.0
106,99888,zip,98582,WA,Lewis County,Salkum,Centralia,ZSFH,2013-04-30,225881.0
107,99887,zip,98581,WA,Cowlitz County,Ryderwood,Longview,ZSFH,2013-03-31,222266.0
108,99886,zip,98580,WA,Pierce County,Roy,Seattle-Tacoma-Bellevue,ZSFH,2013-02-28,219551.0
109,99885,zip,98579,WA,Thurston County,Rochester,Olympia-Tumwater,ZSFH,2013-01-31,218510.0
110,99884,zip,98577,WA,Raymond,,Pacific County,ZSFH,2012-12-31,217541.0
111,99883,zip,98576,WA,Thurston County,Rainier,Olympia-Tumwater,ZSFH,2012-11-30,215762.0
112,99882,zip,98575,WA,Grays Harbor County,Quinault,Aberdeen,ZSFH,2012-10-31,214017.0
113,99881,zip,98572,WA,Lewis County,Pe Ell,Centralia,ZSFH,2012-09-30,212734.0
114,99880,zip,98571,WA,Grays Harbor County,Pacific Beach,Aberdeen,ZSFH,2012-08-31,211418.0
115,99879,zip,98570,WA,Lewis County,Onalaska,Centralia,ZSFH,2012-07-31,210781.0
116,99878,zip,98569,WA,Grays Harbor County,Ocean Shores,Aberdeen,ZSFH,2012-06-30,209834.0
117,99877,zip,98568,WA,Grays Harbor County,Oakville,Aberdeen,ZSFH,2012-05-31,209364.0
118,99876,zip,98566,WA,Grays Harbor County,Humptulips,Aberdeen,ZSFH,2012-04-30,209121.0
119,99875,zip,98565,WA,Lewis County,Napavine,Centralia,ZSFH,2012-03-31,209002.0
120,99874,zip,98564,WA,Lewis County,Mossyrock,Centralia,ZSFH,2012-02-29,207391.0
121,99873,zip,98563,WA,Grays Harbor County,Montesano,Aberdeen,ZSFH,2012-01-31,205584.0
122,99872,zip,98562,WA,Grays Harbor County,Moclips,Aberdeen,ZSFH,2011-12-31,203763.0
123,99870,zip,98560,WA,Mason County,Matlock,Shelton,ZSFH,2011-11-30,203913.0
124,9987,city,Weston,CT,Fairfield County,,Bridgeport-Stamford-Norwalk,ZSFH,2011-10-31,204258.0
125,99868,zip,98558,WA,Pierce County,Roy,Seattle-Tacoma-Bellevue,ZSFH,2011-09-30,204584.0
126,99867,zip,98557,WA,Grays Harbor County,McCleary,Aberdeen,ZSFH,2011-08-31,204543.0
127,99865,zip,98555,WA,Mason County,Lilliwaup,Shelton,ZSFH,2011-07-31,204195.0
128,99863,zip,98552,WA,Grays Harbor County,Humptulips,Aberdeen,ZSFH,2011-06-30,203791.0
129,99862,zip,98550,WA,Grays Harbor County,Hoquiam,Aberdeen,ZSFH,2011-05-31,203472.0
130,99861,zip,98548,WA,Mason County,Hoodsport,Shelton,ZSFH,2011-04-30,204052.0
131,99860,zip,98547,WA,Grays Harbor County,Grayland,Aberdeen,ZSFH,2011-03-31,205247.0
132,99859,zip,98546,WA,Mason County,Grapeview,Shelton,ZSFH,2011-02-28,206920.0
133,99857,zip,98542,WA,Lewis County,Ethel,Centralia,ZSFH,2011-01-31,207824.0
134,99856,zip,98541,WA,Grays Harbor County,Elma,Aberdeen,ZSFH,2010-12-31,208613.0
135,99854,zip,98539,WA,Lewis County,Chehalis,Centralia,ZSFH,2010-11-30,208736.0
136,99853,zip,98538,WA,Lewis County,Chehalis,Centralia,ZSFH,2010-10-31,209302.0
137,99852,zip,98537,WA,Grays Harbor County,Cosmopolis,Aberdeen,ZSFH,2010-09-30,210642.0
138,99851,zip,98536,WA,Grays Harbor County,Hoquiam,Aberdeen,ZSFH,2010-08-31,212488.0
139,99850,zip,98535,WA,Grays Harbor County,Copalis Beach,Aberdeen,ZSFH,2010-07-31,213340.0
140,99849,zip,98533,WA,Lewis County,Cinebar,Centralia,ZSFH,2010-06-30,213556.0
141,99848,zip,98532,WA,Lewis County,Chehalis,Centralia,ZSFH,2010-05-31,213385.0
142,99847,zip,98531,WA,Lewis County,,Centralia,ZSFH,2010-04-30,213534.0
143,99846,zip,98530,WA,Thurston County,Bucoda,Olympia-Tumwater,ZSFH,2010-03-31,213289.0
144,99845,zip,98528,WA,Mason County,Belfair,Shelton,ZSFH,2010-02-28,214424.0
145,99844,zip,98527,WA,South Bend,,Pacific County,ZSFH,2010-01-31,216221.0
146,99843,zip,98526,WA,Grays Harbor County,Amanda Park,Aberdeen,ZSFH,2009-12-31,218078.0
147,99842,zip,98524,WA,Mason County,Allyn,Shelton,ZSFH,2009-11-30,218727.0
148,99841,zip,98522,WA,Lewis County,Chehalis,Centralia,ZSFH,2009-10-31,218621.0
149,99840,zip,98520,WA,Grays Harbor County,,Aberdeen,ZSFH,2009-09-30,216191.0
150,99839,zip,98516,WA,Thurston County,Lacey,Olympia-Tumwater,ZSFH,2009-08-31,214318.0
151,99838,zip,98513,WA,Thurston County,Lacey,Olympia-Tumwater,ZSFH,2009-07-31,213677.0
152,99837,zip,98512,WA,Thurston County,Tumwater,Olympia-Tumwater,ZSFH,2009-06-30,216221.0
153,99832,zip,98506,WA,Thurston County,Olympia,Olympia-Tumwater,ZSFH,2009-05-31,218194.0
154,99829,zip,98503,WA,Thurston County,Lacey,Olympia-Tumwater,ZSFH,2009-04-30,219700.0
155,99828,zip,98502,WA,Thurston County,Olympia,Olympia-Tumwater,ZSFH,2009-03-31,220467.0
156,99827,zip,98501,WA,Thurston County,Olympia,Olympia-Tumwater,ZSFH,2009-02-28,220438.0
157,99826,zip,98499,WA,Pierce County,Lakewood,Seattle-Tacoma-Bellevue,ZSFH,2009-01-31,219994.0
158,99825,zip,98498,,,,,ZSFH,2008-12-31,219776.0
159,99818,zip,98467,WA,Pierce County,University Place,Seattle-Tacoma-Bellevue,ZSFH,2008-11-30,220347.0
160,99817,zip,98466,,,,,ZSFH,2008-10-31,220771.0
161,99816,zip,98465,WA,Pierce County,Tacoma,Seattle-Tacoma-Bellevue,ZSFH,2008-09-30,221228.0
162,99810,zip,98446,WA,Pierce County,Summit,Seattle-Tacoma-Bellevue,ZSFH,2008-08-31,221310.0
163,99809,zip,98445,WA,Pierce County,Parkland,Seattle-Tacoma-Bellevue,ZSFH,2008-07-31,221684.0
164,99808,zip,98444,WA,Pierce County,Parkland,Seattle-Tacoma-Bellevue,ZSFH,2008-06-30,220484.0
165,99807,zip,98443,WA,Pierce County,Waller,Seattle-Tacoma-Bellevue,ZSFH,2008-05-31,221028.0
166,99805,zip,98439,WA,Pierce County,Lakewood,Seattle-Tacoma-Bellevue,ZSFH,2008-04-30,221053.0
167,99800,zip,98424,WA,Pierce County,Fife,Seattle-Tacoma-Bellevue,ZSFH,2008-03-31,222485.0
168,9980,city,South Wilmington,IL,Grundy County,,Chicago-Naperville-Elgin,ZSFH,2008-02-29,222009.0
169,998,county,Duplin County,NC,,,,ZSFH,2008-01-31,220783.0
170,99799,zip,98422,WA,Pierce County,Tacoma,Seattle-Tacoma-Bellevue,ZSFH,2007-12-31,219191.0
171,99798,zip,98421,WA,Pierce County,Tacoma,Seattle-Tacoma-Bellevue,ZSFH,2007-11-30,217548.0
172,99797,zip,98418,WA,Pierce County,Tacoma,Seattle-Tacoma-Bellevue,ZSFH,2007-10-31,216690.0
173,99791,zip,98409,WA,Pierce County,Tacoma,Seattle-Tacoma-Bellevue,ZSFH,2007-09-30,218624.0
174,99790,zip,98408,WA,Pierce County,Tacoma,Seattle-Tacoma-Bellevue,ZSFH,2007-08-31,220110.0
175,99789,zip,98407,,,,,ZSFH,2007-07-31,219686.0
176,99788,zip,98406,,,,,ZSFH,2007-06-30,217035.0
177,99787,zip,98405,,,,,ZSFH,2007-05-31,213196.0
178,99786,zip,98404,,,,,ZSFH,2007-04-30,210060.0
179,99785,zip,98403,WA,Pierce County,Tacoma,Seattle-Tacoma-Bellevue,ZSFH,2007-03-31,205268.0
180,99784,zip,98402,,,,,ZSFH,2007-02-28,202023.0
181,99780,zip,98396,WA,Pierce County,Buckley,Seattle-Tacoma-Bellevue,ZSFH,2007-01-31,200260.0
182,9978,city,Waldo,FL,Alachua County,,Gainesville,ZSFH,2006-12-31,198535.0
183,99778,zip,98394,WA,Pierce County,Vaughn,Seattle-Tacoma-Bellevue,ZSFH,2006-11-30,197924.0
184,99776,zip,98392,WA,Kitsap County,Suquamish,Bremerton-Silverdale,ZSFH,2006-10-31,196573.0
185,99775,zip,98391,,,,,ZSFH,2006-09-30,193744.0
186,99774,zip,98390,WA,Pierce County,Sumner,Seattle-Tacoma-Bellevue,ZSFH,2006-08-31,189865.0
187,99773,zip,98388,WA,Pierce County,Steilacoom,Seattle-Tacoma-Bellevue,ZSFH,2006-07-31,187126.0
188,99772,zip,98387,WA,Pierce County,Spanaway,Seattle-Tacoma-Bellevue,ZSFH,2006-06-30,187415.0
189,99770,zip,98385,WA,Pierce County,Buckley,Seattle-Tacoma-Bellevue,ZSFH,2006-05-31,188323.0
190,99768,zip,98383,WA,Kitsap County,Silverdale,Bremerton-Silverdale,ZSFH,2006-04-30,188989.0
191,99767,zip,98382,WA,Clallam County,Sequim,Port Angeles,ZSFH,2006-03-31,188116.0
192,99766,zip,98381,WA,Clallam County,Sekiu,Port Angeles,ZSFH,2006-02-28,186794.0
193,99765,zip,98380,WA,Kitsap County,Seabeck,Bremerton-Silverdale,ZSFH,2006-01-31,184637.0
194,99763,zip,98377,WA,Lewis County,Randle,Centralia,ZSFH,2005-12-31,183392.0
195,99762,zip,98376,WA,Quilcene,,Jefferson County,ZSFH,2005-11-30,181214.0
196,99761,zip,98375,,,,,ZSFH,2005-10-31,179215.0
197,99760,zip,98374,,,,,ZSFH,2005-09-30,177270.0
198,99759,zip,98373,,,,,ZSFH,2005-08-31,176223.0
199,99758,zip,98372,WA,Pierce County,Puyallup,Seattle-Tacoma-Bellevue,ZSFH,2005-07-31,174991.0
200,99757,zip,98371,WA,Pierce County,Puyallup,Seattle-Tacoma-Bellevue,ZSFH,2005-06-30,172571.0
201,99756,zip,98370,WA,Kitsap County,Poulsbo,Bremerton-Silverdale,ZSFH,2005-05-31,169868.0
202,99755,zip,98368,WA,Port Townsend,,Jefferson County,ZSFH,2005-04-30,167105.0
203,99754,zip,98367,WA,Kitsap County,Port Orchard,Bremerton-Silverdale,ZSFH,2005-03-31,165721.0
204,99753,zip,98366,WA,Kitsap County,Port Orchard,Bremerton-Silverdale,ZSFH,2005-02-28,164998.0
205,99752,zip,98365,WA,Port Ludlow,,Jefferson County,ZSFH,2005-01-31,164988.0
206,99750,zip,98363,WA,Clallam County,,Port Angeles,ZSFH,2022-02-28,407821.0
207,99749,zip,98362,WA,Clallam County,,Port Angeles,ZSFH,2022-01-31,402975.0
208,99748,zip,98361,WA,Lewis County,Packwood,Centralia,ZSFH,2021-12-31,395836.0
209,99747,zip,98360,WA,Pierce County,Orting,Seattle-Tacoma-Bellevue,ZSFH,2021-11-30,388435.0
210,99746,zip,98359,WA,Kitsap County,Olalla,Bremerton-Silverdale,ZSFH,2021-10-31,383778.0
211,99745,zip,98358,WA,Nordland,,Jefferson County,ZSFH,2021-09-30,379070.0
212,99743,zip,98356,WA,Lewis County,Morton,Centralia,ZSFH,2021-08-31,373600.0
213,99742,zip,98355,WA,Lewis County,Mineral,Centralia,ZSFH,2021-07-31,336859.0
214,99741,zip,98354,WA,Pierce County,Milton,Seattle-Tacoma-Bellevue,ZSFH,2021-06-30,331750.0
215,99738,zip,98351,WA,Pierce County,Longbranch,Seattle-Tacoma-Bellevue,ZSFH,2021-05-31,327464.0
216,99736,zip,98349,WA,Pierce County,Lakebay,Seattle-Tacoma-Bellevue,ZSFH,2021-04-30,324181.0
217,99734,zip,98346,WA,Kitsap County,Kingston,Bremerton-Silverdale,ZSFH,2021-03-31,319767.0
218,99733,zip,98345,WA,Kitsap County,Keyport,Bremerton-Silverdale,ZSFH,2021-02-28,313519.0
219,99730,zip,98342,WA,Kitsap County,Indianola,Bremerton-Silverdale,ZSFH,2021-01-31,308459.0
220,9973,city,Vienna,MD,Dorchester County,,Cambridge,ZSFH,2020-12-31,302189.0
221,99729,zip,98340,WA,Kitsap County,Hansville,Bremerton-Silverdale,ZSFH,2020-11-30,299117.0
222,99728,zip,98339,WA,Port Hadlock,,Jefferson County,ZSFH,2020-10-31,296771.0
223,99727,zip,98338,,,,,ZSFH,2020-09-30,293552.0
224,99726,zip,98337,WA,Kitsap County,Bremerton,Bremerton-Silverdale,ZSFH,2020-08-31,286326.0
225,99725,zip,98336,WA,Lewis County,Glenoma,Centralia,ZSFH,2020-07-31,285611.0
226,99724,zip,98335,WA,Pierce County,Gig Harbor,Seattle-Tacoma-Bellevue,ZSFH,2020-06-30,296807.0
227,99723,zip,98333,WA,Pierce County,Fox Island,Seattle-Tacoma-Bellevue,ZSFH,2020-05-31,296376.0
228,99722,zip,98332,WA,Pierce County,Gig Harbor,Seattle-Tacoma-Bellevue,ZSFH,2020-04-30,296177.0
229,99721,zip,98331,WA,Clallam County,Forks,Port Angeles,ZSFH,2020-03-31,296303.0
230,99720,zip,98330,WA,Pierce County,Eatonville,Seattle-Tacoma-Bellevue,ZSFH,2020-02-29,295761.0
231,99719,zip,98329,WA,Pierce County,Gig Harbor,Seattle-Tacoma-Bellevue,ZSFH,2020-01-31,294973.0
232,99718,zip,98328,WA,Pierce County,Eatonville,Seattle-Tacoma-Bellevue,ZSFH,2019-12-31,294973.0
233,99717,zip,98327,,,,,ZSFH,2019-11-30,294870.0
234,99716,zip,98326,WA,Clallam County,Clallam Bay,Port Angeles,ZSFH,2019-10-31,295033.0
235,99715,zip,98325,WA,Chimacum,,Jefferson County,ZSFH,2019-09-30,293962.0
236,99713,zip,98323,WA,Pierce County,Carbonado,Seattle-Tacoma-Bellevue,ZSFH,2019-08-31,293098.0
237,99711,zip,98321,WA,Pierce County,Buckley,Seattle-Tacoma-Bellevue,ZSFH,2019-07-31,292017.0
238,99710,zip,98320,WA,Brinnon,,Jefferson County,ZSFH,2019-06-30,291200.0
239,99707,zip,98312,WA,Kitsap County,Bremerton,Bremerton-Silverdale,ZSFH,2019-05-31,289961.0
240,99706,zip,98311,WA,Kitsap County,Bremerton,Bremerton-Silverdale,ZSFH,2019-04-30,288739.0
241,99705,zip,98310,WA,Kitsap County,Bremerton,Bremerton-Silverdale,ZSFH,2019-03-31,287170.0
242,99704,zip,98305,WA,Clallam County,Beaver,Port Angeles,ZSFH,2019-02-28,287622.0
243,99703,zip,98304,WA,Pierce County,Ashford,Seattle-Tacoma-Bellevue,ZSFH,2019-01-31,288329.0
244,99702,zip,98303,WA,Pierce County,Graham,Seattle-Tacoma-Bellevue,ZSFH,2018-12-31,288341.0
245,99700,zip,98296,WA,Snohomish County,Snohomish,Seattle-Tacoma-Bellevue,ZSFH,2018-11-30,286754.0
246,997,county,Dubois County,IN,,,Jasper,ZSFH,2018-10-31,284858.0
247,99699,zip,98295,WA,Whatcom County,Sumas,Bellingham,ZSFH,2018-09-30,284232.0
248,99698,zip,98294,WA,Snohomish County,Sultan,Seattle-Tacoma-Bellevue,ZSFH,2018-08-31,283916.0
249,99696,zip,98292,WA,Snohomish County,Stanwood,Seattle-Tacoma-Bellevue,ZSFH,2018-07-31,283814.0
250,99694,zip,98290,WA,Snohomish County,Snohomish,Seattle-Tacoma-Bellevue,ZSFH,2018-06-30,284187.0
251,99693,zip,98288,WA,King County,Skykomish,Seattle-Tacoma-Bellevue,ZSFH,2018-05-31,284017.0
252,99691,zip,98286,WA,Eastsound,,San Juan County,ZSFH,2018-04-30,283893.0
253,99690,zip,98284,WA,Skagit County,Sedro-Woolley,Mount Vernon-Anacortes,ZSFH,2018-03-31,283276.0
254,9969,city,Tinley Park,IL,Cook County,,Chicago-Naperville-Elgin,ZSFH,2018-02-28,280110.0
255,99689,zip,98283,WA,Skagit County,Rockport,Mount Vernon-Anacortes,ZSFH,2018-01-31,276778.0
256,99688,zip,98282,WA,Island County,Camano Island,Oak Harbor,ZSFH,2017-12-31,272379.0
257,99687,zip,98281,WA,Whatcom County,Point Roberts,Bellingham,ZSFH,2017-11-30,271403.0
258,99686,zip,98280,WA,Eastsound,,San Juan County,ZSFH,2017-10-31,270100.0
259,99685,zip,98279,WA,Olga,,San Juan County,ZSFH,2017-09-30,269394.0
260,99683,zip,98277,WA,Island County,,Oak Harbor,ZSFH,2017-08-31,267536.0
261,99682,zip,98276,WA,Whatcom County,Nooksack,Bellingham,ZSFH,2017-07-31,265890.0
262,99681,zip,98275,WA,Snohomish County,Mukilteo,Seattle-Tacoma-Bellevue,ZSFH,2017-06-30,263749.0
263,99680,zip,98274,WA,Skagit County,Mount Vernon,Mount Vernon-Anacortes,ZSFH,2017-05-31,262353.0
264,99679,zip,98273,WA,Skagit County,Mount Vernon,Mount Vernon-Anacortes,ZSFH,2017-04-30,260446.0
265,99678,zip,98272,WA,Snohomish County,Monroe,Seattle-Tacoma-Bellevue,ZSFH,2017-03-31,258538.0
266,99677,zip,98271,,,,,ZSFH,2017-02-28,258029.0
267,99676,zip,98270,,,,,ZSFH,2017-01-31,257741.0
268,99675,zip,98267,WA,Skagit County,Marblemount,Mount Vernon-Anacortes,ZSFH,2016-12-31,258491.0
269,99674,zip,98266,WA,Whatcom County,Maple Falls,Bellingham,ZSFH,2016-11-30,257049.0
270,99673,zip,98264,WA,Whatcom County,Lynden,Bellingham,ZSFH,2016-10-31,255896.0
